ID_Viaje,Hora_inicio,Hora_fin,N_pasajeros,Distancia_KM,Forma_de_pago,Tarfia_base,Extra,Tax,Propina,Coste_Peaje,Recargo_adicional,Importe_total,Zona_origen,Zona_destino
188,01/01/2025 0:27,01/01/2025 0:37,1,1.5,1,10.0,3.5,0.5,3.75,0.0,1,18.75,Upper West Side North,Lincoln Square West
189,01/01/2025 0:44,01/01/2025 0:58,1,2.2,1,12.8,3.5,0.5,3.55,0.0,1,21.35,Lincoln Square East,Yorkville West
190,01/01/2025 0:12,01/01/2025 0:31,2,4.0,1,21.2,3.5,0.5,6.55,0.0,1,32.75,Upper East Side North,Central Harlem North
191,01/01/2025 0:27,01/01/2025 0:36,1,1.4,2,10.7,1.0,0.5,0.0,0.0,1,15.7,Midtown North,Lenox Hill East
192,01/01/2025 0:40,01/01/2025 0:43,1,0.68,1,5.8,1.0,0.5,2.0,0.0,1,12.8,Lenox Hill West,Lenox Hill West
193,01/01/2025 0:51,01/01/2025 1:26,1,5.96,1,35.9,1.0,0.5,2.0,0.0,1,42.9,Sutton Place/Turtle Bay North,Financial District North
194,01/01/2025 0:24,01/01/2025 1:09,3,5.55,1,40.1,1.0,0.5,11.28,0.0,1,56.38,Upper West Side North,Greenwich Village North
195,01/01/2025 0:17,01/01/2025 0:56,1,4.83,1,37.3,1.0,0.5,8.46,0.0,1,50.76,Clinton East,World Trade Center
196,01/01/2025 1:01,01/01/2025 1:27,1,6.78,1,32.4,1.0,0.5,7.48,0.0,1,44.88,World Trade Center,Lenox Hill East
197,01/01/2025 0:28,01/01/2025 0:32,1,0.3,1,5.1,3.5,0.5,2.55,0.0,1,12.65,Little Italy/NoLiTa,Lower East Side
198,01/01/2025 0:40,01/01/2025 1:01,1,4.3,1,21.2,3.5,0.5,10.5,0.0,1,36.7,East Village,East Harlem South
199,01/01/2025 0:27,01/01/2025 0:34,1,1.23,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Sutton Place/Turtle Bay North,Upper East Side South
200,01/01/2025 0:36,01/01/2025 0:43,1,0.98,1,8.6,1.0,0.5,4.08,0.0,1,17.68,Upper East Side North,Upper East Side South
201,01/01/2025 0:58,01/01/2025 1:04,2,1.43,1,8.6,1.0,0.5,4.0,0.0,1,17.6,Yorkville West,Sutton Place/Turtle Bay North
202,01/01/2025 0:33,01/01/2025 1:01,2,4.08,1,26.8,1.0,0.5,6.36,0.0,1,38.16,East Village,Lincoln Square East
203,01/01/2025 0:29,01/01/2025 0:36,1,0.6,4,-7.2,-1.0,-0.5,0.0,0.0,-1,-12.2,East Village,Lower East Side
204,01/01/2025 0:29,01/01/2025 0:36,1,0.6,4,7.2,1.0,0.5,0.0,0.0,1,12.2,East Village,Lower East Side
205,01/01/2025 0:37,01/01/2025 0:37,1,0.0,1,12.0,0.0,0.0,2.0,0.0,1,17.5,Lower East Side,Lower East Side
206,01/01/2025 0:39,01/01/2025 0:52,2,2.16,1,14.2,1.0,0.5,3.84,0.0,1,23.04,Lower East Side,Flatiron
207,01/01/2025 0:21,01/01/2025 0:31,1,1.4,2,11.4,3.5,0.5,0.0,0.0,1,16.4,Upper East Side South,UN/Turtle Bay South
208,01/01/2025 0:43,01/01/2025 0:51,1,1.0,1,8.6,3.5,0.5,2.7,0.0,1,16.3,Midtown East,Upper East Side South
209,01/01/2025 0:53,01/01/2025 1:04,1,3.0,1,14.9,3.5,0.5,5.95,0.0,1,25.85,Upper East Side South,Manhattan Valley
210,01/01/2025 0:07,01/01/2025 0:16,1,1.23,2,10.0,1.0,0.5,0.0,0.0,1,15.0,West Village,Lower East Side
211,01/01/2025 0:24,01/01/2025 0:35,1,1.73,1,12.8,1.0,0.5,3.56,0.0,1,21.36,Lower East Side,TriBeCa/Civic Center
212,01/01/2025 0:44,01/01/2025 0:51,1,1.42,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Greenwich Village South,Flatiron
213,01/01/2025 0:11,01/01/2025 0:25,2,1.88,4,-14.2,-1.0,-0.5,0.0,0.0,-1,-19.2,East Village,Midtown Center
214,01/01/2025 0:11,01/01/2025 0:25,2,1.88,4,14.2,1.0,0.5,0.0,0.0,1,19.2,East Village,Midtown Center
215,01/01/2025 0:40,01/01/2025 0:44,1,0.55,1,5.8,1.0,0.5,2.16,0.0,1,12.96,Upper East Side South,Upper East Side South
216,01/01/2025 0:35,01/01/2025 0:48,1,5.1,1,21.2,1.0,0.5,6.35,1.75,1,31.8,JFK Airport,Jamaica
217,01/01/2025 0:06,01/01/2025 0:17,2,1.2,1,10.0,3.5,0.5,3.0,0.0,1,18.0,Midtown Center,Midtown East
218,01/01/2025 0:49,01/01/2025 1:21,1,2.8,1,25.4,3.5,0.5,6.1,0.0,1,36.5,Upper East Side South,East Chelsea
219,01/01/2025 0:29,01/01/2025 0:36,2,1.12,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Greenwich Village South,TriBeCa/Civic Center
220,01/01/2025 0:42,01/01/2025 1:07,3,3.2,1,24.0,1.0,0.5,5.8,0.0,1,34.8,TriBeCa/Civic Center,Clinton East
221,01/01/2025 0:12,01/01/2025 0:19,1,0.8,1,7.9,3.5,0.5,3.25,0.0,1,16.15,Central Park,Midtown East
222,01/01/2025 0:35,01/01/2025 0:45,1,1.4,2,10.0,3.5,0.5,0.0,0.0,1,15.0,Midtown North,Clinton West
223,01/01/2025 0:54,01/01/2025 1:00,1,1.1,1,7.2,3.5,0.5,3.65,0.0,1,15.85,Lincoln Square East,Clinton West
224,01/01/2025 0:12,01/01/2025 0:19,2,1.6,1,9.3,3.5,0.5,3.55,0.0,1,17.85,West Village,West Chelsea/Hudson Yards
225,01/01/2025 0:26,01/01/2025 0:35,4,1.1,1,9.3,3.5,0.5,2.85,0.0,1,17.15,East Chelsea,Greenwich Village North
226,01/01/2025 0:47,01/01/2025 1:00,4,1.7,1,13.5,3.5,0.5,0.0,0.0,1,18.5,West Village,Alphabet City
227,01/01/2025 0:22,01/01/2025 0:55,1,2.94,1,28.2,1.0,0.5,6.64,0.0,1,39.84,Midtown South,Lincoln Square East
228,01/01/2025 0:14,01/01/2025 0:34,2,7.6,2,33.1,3.5,0.5,0.0,0.0,1,38.1,Upper East Side South,Brooklyn Heights
229,01/01/2025 0:38,01/01/2025 1:07,4,9.4,1,40.8,1.0,0.5,15.0,0.0,1,58.3,Brooklyn Heights,Madison
230,01/01/2025 0:46,01/01/2025 0:59,1,1.5,1,11.4,3.5,0.5,3.3,0.0,1,19.7,SoHo,Meatpacking/West Village West
231,01/01/2025 0:10,01/01/2025 0:23,2,2.96,1,15.6,1.0,0.5,5.15,0.0,1,25.75,Gramercy,East Village
232,01/01/2025 0:26,01/01/2025 0:44,4,4.03,1,19.8,1.0,0.5,3.72,0.0,1,28.52,East Village,Yorkville West
233,01/01/2025 0:45,01/01/2025 0:57,2,2.52,1,14.2,1.0,0.5,5.76,0.0,1,24.96,Yorkville West,Manhattan Valley
234,01/01/2025 0:19,01/01/2025 0:44,2,2.87,1,22.6,1.0,0.5,0.0,0.0,1,27.6,Lincoln Square East,Murray Hill
235,01/01/2025 0:53,01/01/2025 1:05,2,1.44,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Gramercy,East Chelsea
236,01/01/2025 0:17,01/01/2025 0:21,3,0.45,1,5.8,1.0,0.5,3.24,0.0,1,14.04,East Village,Lower East Side
237,01/01/2025 0:30,01/01/2025 0:34,2,0.68,1,6.5,1.0,0.5,2.3,0.0,1,13.8,East Village,Greenwich Village South
238,01/01/2025 0:41,01/01/2025 1:01,1,4.42,1,23.3,1.0,0.5,3.0,0.0,1,31.3,West Village,Fort Greene
239,01/01/2025 0:21,01/01/2025 0:26,1,0.94,1,7.2,1.0,0.5,3.66,0.0,1,15.86,Midtown North,Midtown East
240,01/01/2025 0:30,01/01/2025 0:56,1,2.87,1,23.3,1.0,0.5,7.08,0.0,1,35.38,Midtown North,East Chelsea
241,01/01/2025 0:58,01/01/2025 1:22,1,2.74,1,21.9,1.0,0.5,5.38,0.0,1,32.28,East Chelsea,Murray Hill
242,01/01/2025 0:12,01/01/2025 0:16,1,0.66,1,6.5,1.0,0.5,3.45,0.0,1,14.95,Lenox Hill West,Upper East Side North
243,01/01/2025 0:20,01/01/2025 0:24,1,0.79,2,5.8,1.0,0.5,0.0,0.0,1,10.8,Yorkville West,East Harlem South
244,01/01/2025 0:33,01/01/2025 0:54,1,5.8,1,26.1,1.0,0.5,15.0,0.0,1,46.1,Yorkville West,Jackson Heights
245,01/01/2025 0:27,01/01/2025 0:37,3,1.64,1,11.4,1.0,0.5,4.1,0.0,1,20.5,Upper West Side South,Manhattan Valley
246,01/01/2025 0:39,01/01/2025 0:41,2,0.69,1,5.8,1.0,0.5,2.7,0.0,1,13.5,Manhattan Valley,Upper West Side North
247,01/01/2025 0:19,01/01/2025 0:28,1,1.34,1,10.7,1.0,0.5,3.14,0.0,1,18.84,Upper West Side North,Bloomingdale
248,01/01/2025 0:31,01/01/2025 0:48,1,2.42,1,16.3,1.0,0.5,4.7,0.0,1,23.5,Manhattan Valley,East Harlem North
249,01/01/2025 0:32,01/01/2025 0:54,1,9.58,2,39.4,1.0,0.5,0.0,0.0,1,43.65,JFK Airport,East New York/Pennsylvania Avenue
250,01/01/2025 0:40,01/01/2025 0:52,1,4.45,2,20.5,1.0,0.5,0.0,0.0,1,25.5,Yorkville West,Gramercy
251,01/01/2025 0:58,01/01/2025 1:04,1,0.6,1,7.2,1.0,0.5,2.44,0.0,1,14.64,Gramercy,East Village
252,01/01/2025 0:30,01/01/2025 0:39,1,1.1,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Union Sq,West Village
253,01/01/2025 0:42,01/01/2025 0:57,1,2.23,1,14.9,1.0,0.5,3.98,0.0,1,23.88,West Village,Seaport
254,01/01/2025 0:29,01/01/2025 0:54,1,4.48,1,25.4,1.0,0.5,6.08,0.0,1,36.48,East Chelsea,Yorkville West
255,01/01/2025 0:14,01/01/2025 0:34,4,4.67,1,24.0,1.0,0.5,5.8,0.0,1,34.8,Financial District North,Midtown South
256,01/01/2025 0:37,01/01/2025 0:50,2,2.15,1,14.2,1.0,0.5,2.88,0.0,1,22.08,Midtown South,Hudson Sq
257,01/01/2025 0:52,01/01/2025 1:20,1,4.3,1,27.5,1.0,0.5,2.5,0.0,1,35.0,Hudson Sq,Williamsburg (North Side)
258,01/01/2025 0:10,01/01/2025 0:18,1,1.82,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Upper West Side South,Central Harlem
259,01/01/2025 0:54,01/01/2025 1:04,1,2.32,2,12.8,1.0,0.5,0.0,0.0,1,17.8,Upper West Side South,East Harlem South
260,01/01/2025 0:38,01/01/2025 0:47,2,1.6,1,10.7,3.5,0.5,2.0,0.0,1,17.7,Upper West Side South,Upper East Side North
261,01/01/2025 0:19,01/01/2025 0:52,1,4.7,2,28.9,3.5,0.5,0.0,0.0,1,33.9,World Trade Center,Clinton East
262,01/01/2025 0:55,01/01/2025 1:07,1,1.9,1,12.8,3.5,0.5,4.45,0.0,1,22.25,Clinton East,Upper West Side South
263,01/01/2025 0:10,01/01/2025 0:15,4,2.03,2,10.7,1.0,0.5,0.0,0.0,1,15.7,Yorkville East,Sutton Place/Turtle Bay North
264,01/01/2025 0:19,01/01/2025 0:25,2,1.61,1,9.3,1.0,0.5,2.86,0.0,1,17.16,Sutton Place/Turtle Bay North,Lenox Hill West
265,01/01/2025 0:26,01/01/2025 0:33,1,0.75,1,7.9,1.0,0.5,0.64,0.0,1,13.54,Lenox Hill West,Yorkville East
266,01/01/2025 0:40,01/01/2025 0:51,1,2.15,1,12.8,1.0,0.5,1.0,0.0,1,18.8,Yorkville East,Upper West Side North
267,01/01/2025 0:03,01/01/2025 0:25,2,10.4,1,40.8,10.25,0.5,0.0,6.94,1,59.49,LaGuardia Airport,Midtown East
268,01/01/2025 0:57,01/01/2025 1:25,1,5.1,2,29.6,3.5,0.5,0.0,0.0,1,34.6,Sutton Place/Turtle Bay North,Jackson Heights
269,01/01/2025 0:20,01/01/2025 0:40,1,2.72,2,19.1,1.0,0.5,0.0,0.0,1,24.1,Upper West Side North,Lenox Hill West
270,01/01/2025 0:51,01/01/2025 0:59,1,1.12,1,8.6,1.0,0.5,4.08,0.0,1,17.68,UN/Turtle Bay South,Murray Hill
271,01/01/2025 0:23,01/01/2025 0:25,1,0.33,1,4.4,1.0,0.5,1.88,0.0,1,11.28,Upper West Side South,Upper West Side North
272,01/01/2025 0:58,01/01/2025 1:13,1,3.75,1,18.4,1.0,0.5,3.0,0.0,1,26.4,Upper West Side South,East Harlem North
273,01/01/2025 0:34,01/01/2025 0:56,1,2.33,1,19.8,1.0,0.5,4.96,0.0,1,29.76,Clinton West,Upper East Side South
274,01/01/2025 0:07,01/01/2025 0:36,1,15.18,1,59.7,1.0,0.5,12.94,0.0,1,77.64,Midtown Center,Riverdale/North Riverdale/Fieldston
275,01/01/2025 0:09,01/01/2025 0:26,1,3.2,1,16.3,3.5,0.5,4.25,0.0,1,25.55,Flatiron,Sutton Place/Turtle Bay North
276,01/01/2025 0:31,01/01/2025 0:48,1,4.9,1,23.3,3.5,0.5,5.65,0.0,1,33.95,Midtown East,Seaport
277,01/01/2025 0:49,01/01/2025 0:59,1,1.3,2,9.3,3.5,0.5,0.0,0.0,1,14.3,Seaport,Two Bridges/Seward Park
278,01/01/2025 0:09,01/01/2025 0:20,1,6.09,2,24.7,6.0,0.5,0.0,0.0,1,33.95,LaGuardia Airport,Greenpoint
279,01/01/2025 0:52,01/01/2025 1:21,1,18.57,1,68.8,1.0,0.5,12.0,0.0,1,83.3,Flushing Meadows-Corona Park,Brighton Beach
280,01/01/2025 0:26,01/01/2025 1:10,1,14.8,1,47.5,0.0,0.5,0.0,6.94,1,55.94,Central Harlem,Hollis
281,01/01/2025 0:09,01/01/2025 0:23,1,0.9,1,12.8,3.5,0.5,0.0,0.0,1,17.8,Midtown East,Murray Hill
282,01/01/2025 0:59,01/01/2025 1:05,2,1.1,1,8.6,3.5,0.5,0.0,0.0,1,13.6,Upper East Side South,Yorkville East
283,01/01/2025 0:30,01/01/2025 0:34,1,0.8,1,5.8,3.5,0.5,2.15,0.0,1,12.95,Upper East Side South,Upper East Side North
284,01/01/2025 0:57,01/01/2025 1:08,1,1.1,1,10.0,3.5,0.5,3.75,0.0,1,18.75,Midtown Center,Lincoln Square East
285,01/01/2025 0:12,01/01/2025 0:17,2,1.13,1,7.9,1.0,0.5,3.23,0.0,1,16.13,Upper East Side South,Lincoln Square East
286,01/01/2025 0:31,01/01/2025 0:44,1,2.12,2,14.9,1.0,0.5,0.0,0.0,1,19.9,Clinton West,Upper East Side South
287,01/01/2025 0:18,01/01/2025 0:30,1,2.57,1,14.9,1.0,0.5,1.99,0.0,1,21.89,Lower East Side,Williamsburg (South Side)
288,01/01/2025 0:23,01/01/2025 0:56,1,22.0,2,80.7,2.75,0.5,0.0,6.94,1,91.89,JFK Airport,Van Cortlandt Village
289,01/01/2025 0:26,01/01/2025 0:51,1,5.69,1,60.0,0.0,0.0,14.88,13.38,1,89.26,Penn Station/Madison Sq West,Outside of NYC
290,01/01/2025 0:12,01/01/2025 0:25,1,1.7,1,12.1,3.5,0.5,1.0,0.0,1,18.1,West Chelsea/Hudson Yards,Union Sq
291,01/01/2025 0:34,01/01/2025 0:56,1,2.0,2,18.4,3.5,0.5,0.0,0.0,1,23.4,Meatpacking/West Village West,Murray Hill
292,01/01/2025 0:23,01/01/2025 1:10,1,6.6,2,39.4,3.5,0.5,0.0,0.0,1,44.4,Hudson Sq,Astoria
293,01/01/2025 0:04,01/01/2025 0:21,1,5.8,2,26.1,1.0,0.5,0.0,0.0,1,31.1,Midtown East,Battery Park City
294,01/01/2025 0:31,01/01/2025 0:46,1,3.54,1,17.7,1.0,0.5,4.54,0.0,1,27.24,World Trade Center,East Chelsea
295,01/01/2025 0:20,01/01/2025 0:31,1,2.0,1,11.4,3.5,0.5,3.3,0.0,1,19.7,Lincoln Square East,Lenox Hill West
296,01/01/2025 0:39,01/01/2025 1:01,1,2.5,1,18.4,3.5,0.5,3.0,0.0,1,26.4,Yorkville West,Kips Bay
297,01/01/2025 0:36,01/01/2025 0:46,1,1.45,1,10.7,1.0,0.5,3.14,0.0,1,18.84,East Chelsea,Greenwich Village North
298,01/01/2025 0:50,01/01/2025 1:03,1,1.33,2,12.1,1.0,0.5,0.0,0.0,1,17.1,Greenwich Village North,Hudson Sq
299,01/01/2025 0:23,01/01/2025 0:38,1,1.8,2,12.1,3.5,0.5,0.0,0.0,1,17.1,Lower East Side,World Trade Center
300,01/01/2025 0:39,01/01/2025 0:49,1,2.4,1,12.1,3.5,0.5,0.0,0.0,1,17.1,World Trade Center,Flatiron
301,01/01/2025 0:52,01/01/2025 1:02,1,0.6,1,9.3,3.5,0.5,0.0,0.0,1,14.3,Penn Station/Madison Sq West,Kips Bay
302,01/01/2025 0:25,01/01/2025 0:41,2,1.38,1,14.9,1.0,0.5,3.98,0.0,1,23.88,Upper East Side South,Murray Hill
303,01/01/2025 0:46,01/01/2025 1:00,2,1.37,1,12.8,1.0,0.5,4.45,0.0,1,22.25,Union Sq,SoHo
304,01/01/2025 0:27,01/01/2025 0:50,1,1.84,1,19.8,1.0,0.5,6.2,0.0,1,31.0,Gramercy,West Chelsea/Hudson Yards
305,01/01/2025 0:54,01/01/2025 1:25,3,5.03,1,31.0,1.0,0.5,7.2,0.0,1,43.2,Clinton West,Greenpoint
306,01/01/2025 0:28,01/01/2025 0:45,3,3.2,2,16.3,3.5,0.5,0.0,0.0,1,21.3,Lenox Hill East,Bloomingdale
307,01/01/2025 0:59,01/01/2025 1:25,1,4.0,2,24.0,3.5,0.5,0.0,0.0,1,29.0,Upper East Side North,Greenwich Village North
308,01/01/2025 0:25,01/01/2025 0:31,1,1.11,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Upper West Side South,Lincoln Square West
309,01/01/2025 0:37,01/01/2025 0:47,2,2.24,1,12.1,1.0,0.5,1.71,0.0,1,18.81,Lincoln Square West,Yorkville West
310,01/01/2025 0:51,01/01/2025 0:57,2,1.08,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Yorkville East,East Harlem South
311,01/01/2025 0:40,01/01/2025 1:09,3,8.0,1,35.2,3.5,0.5,8.0,0.0,1,48.2,Gramercy,Bushwick North
312,01/01/2025 0:31,01/01/2025 0:45,1,7.14,1,28.9,1.0,0.5,10.17,0.0,1,44.07,Clinton West,Washington Heights North
313,01/01/2025 0:16,01/01/2025 0:47,2,16.43,1,70.0,0.0,0.5,10.0,6.94,1,90.94,Murray Hill,Springfield Gardens South
314,01/01/2025 0:26,01/01/2025 0:31,1,0.95,2,7.2,1.0,0.5,0.0,0.0,1,12.2,Upper East Side North,Yorkville East
315,01/01/2025 0:41,01/01/2025 1:00,1,2.16,1,17.7,1.0,0.5,6.81,0.0,1,29.51,Lenox Hill East,Lincoln Square West
316,01/01/2025 0:22,01/01/2025 0:30,1,1.51,2,10.7,1.0,0.5,0.0,0.0,1,13.2,Morningside Heights,Manhattan Valley
317,01/01/2025 0:41,01/01/2025 0:50,1,2.08,1,12.8,1.0,0.5,10.0,0.0,1,27.8,Upper West Side South,Morningside Heights
318,01/01/2025 0:52,01/01/2025 0:57,1,1.49,1,7.9,1.0,0.5,3.87,0.0,1,16.77,Morningside Heights,Upper West Side North
319,01/01/2025 0:16,01/01/2025 0:20,3,1.13,1,7.2,1.0,0.5,3.66,0.0,1,15.86,Lenox Hill East,Upper East Side North
320,01/01/2025 0:23,01/01/2025 0:26,2,0.62,1,5.1,1.0,0.5,2.02,0.0,1,12.12,Upper East Side South,Upper East Side South
321,01/01/2025 0:31,01/01/2025 1:36,1,12.32,1,63.2,1.0,0.5,13.64,0.0,1,81.84,Upper East Side North,Ocean Hill
322,01/01/2025 0:22,01/01/2025 0:34,1,2.3,1,13.5,1.0,0.5,3.7,0.0,1,22.2,TriBeCa/Civic Center,Union Sq
323,01/01/2025 0:47,01/01/2025 1:01,1,2.57,1,15.6,1.0,0.5,4.12,0.0,1,24.72,Little Italy/NoLiTa,Murray Hill
324,01/01/2025 0:06,01/01/2025 0:12,1,0.6,1,7.2,3.5,0.5,2.4,0.0,1,14.6,West Chelsea/Hudson Yards,West Chelsea/Hudson Yards
325,01/01/2025 0:37,01/01/2025 0:41,1,0.3,1,5.8,3.5,0.5,2.15,0.0,1,12.95,West Chelsea/Hudson Yards,West Chelsea/Hudson Yards
326,01/01/2025 0:43,01/01/2025 0:49,2,0.5,2,7.2,3.5,0.5,0.0,0.0,1,12.2,West Chelsea/Hudson Yards,West Chelsea/Hudson Yards
327,01/01/2025 0:55,01/01/2025 1:29,2,4.9,2,33.8,3.5,0.5,0.0,0.0,1,38.8,West Chelsea/Hudson Yards,Central Park
328,01/01/2025 0:09,01/01/2025 0:31,1,2.45,1,20.5,1.0,0.5,6.38,0.0,1,31.88,Midtown Center,Lincoln Square West
329,01/01/2025 0:39,01/01/2025 0:49,1,1.86,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Upper West Side South,Yorkville West
330,01/01/2025 0:40,01/01/2025 1:08,2,2.52,1,24.0,1.0,0.5,5.8,0.0,1,34.8,Midtown South,Midtown North
331,01/01/2025 0:27,01/01/2025 0:33,1,0.9,1,6.5,3.5,0.5,3.45,0.0,1,14.95,Upper West Side North,Lincoln Square West
332,01/01/2025 0:35,01/01/2025 0:40,1,1.1,1,7.2,3.5,0.5,1.22,0.0,1,13.42,Lincoln Square East,Upper West Side North
333,01/01/2025 0:09,01/01/2025 0:25,2,2.94,1,17.0,1.0,0.5,4.4,0.0,1,26.4,Upper East Side North,Gramercy
334,01/01/2025 0:23,01/01/2025 0:32,1,2.0,1,11.4,1.0,0.5,2.46,0.0,1,18.86,Midtown East,Upper East Side North
335,01/01/2025 0:48,01/01/2025 1:05,1,1.79,1,15.6,1.0,0.5,4.12,0.0,1,24.72,Midtown East,Gramercy
336,01/01/2025 0:14,01/01/2025 0:19,1,0.74,1,6.5,1.0,0.5,1.0,0.0,1,12.5,East Chelsea,Meatpacking/West Village West
337,01/01/2025 0:42,01/01/2025 0:44,2,0.52,1,4.4,1.0,0.5,2.35,0.0,1,11.75,Yorkville West,Yorkville West
338,01/01/2025 0:21,01/01/2025 0:36,2,1.6,1,12.8,3.5,0.5,3.55,0.0,1,21.35,East Village,Midtown South
339,01/01/2025 0:41,01/01/2025 0:51,1,1.07,1,10.7,1.0,0.5,3.14,0.0,1,18.84,East Village,Little Italy/NoLiTa
340,01/01/2025 0:53,01/01/2025 0:58,1,0.52,1,6.5,1.0,0.5,2.5,0.0,1,14.0,Little Italy/NoLiTa,SoHo
341,01/01/2025 0:17,01/01/2025 0:22,2,1.34,1,7.9,1.0,0.5,2.0,0.0,1,14.9,Upper West Side South,Lincoln Square East
342,01/01/2025 0:32,01/01/2025 0:42,2,3.04,2,14.2,1.0,0.5,0.0,0.0,1,19.2,Lincoln Square East,Upper East Side North
343,01/01/2025 0:48,01/01/2025 1:08,2,2.84,1,19.8,1.0,0.5,4.96,0.0,1,29.76,Upper East Side South,Union Sq
344,01/01/2025 0:32,01/01/2025 0:47,2,2.59,1,16.3,1.0,0.5,6.39,0.0,1,27.69,Lincoln Square East,Morningside Heights
345,01/01/2025 0:48,01/01/2025 1:20,4,5.73,1,32.4,1.0,0.5,7.48,0.0,1,44.88,Morningside Heights,Gramercy
346,01/01/2025 0:13,01/01/2025 0:18,2,0.76,1,6.5,1.0,0.5,1.3,0.0,1,12.8,Lenox Hill East,Lenox Hill East
347,01/01/2025 0:21,01/01/2025 0:28,1,2.04,2,11.4,1.0,0.5,0.0,0.0,1,16.4,Lenox Hill East,East Harlem South
348,01/01/2025 0:39,01/01/2025 0:47,2,1.98,2,10.7,1.0,0.5,0.0,0.0,1,15.7,Upper West Side North,Upper East Side South
349,01/01/2025 0:16,01/01/2025 0:37,2,4.82,1,26.8,1.0,0.5,7.95,0.0,1,39.75,Union Sq,Greenpoint
350,01/01/2025 0:44,01/01/2025 0:52,1,1.56,1,10.7,1.0,0.5,2.0,0.0,1,17.7,Upper East Side South,Upper East Side North
351,01/01/2025 0:55,01/01/2025 1:01,1,1.91,1,10.0,1.0,0.5,3.0,0.0,1,18.0,Sutton Place/Turtle Bay North,Yorkville West
352,01/01/2025 0:19,01/01/2025 0:49,1,3.59,1,27.5,1.0,0.5,6.5,0.0,1,39.0,East Village,West Chelsea/Hudson Yards
353,01/01/2025 0:10,01/01/2025 0:25,2,0.64,1,13.5,1.0,0.5,3.7,0.0,1,22.2,Sutton Place/Turtle Bay North,Midtown Center
354,01/01/2025 0:27,01/01/2025 0:50,1,2.44,1,20.5,1.0,0.5,5.1,0.0,1,30.6,Midtown Center,Flatiron
355,01/01/2025 0:52,01/01/2025 0:58,2,1.02,1,7.9,1.0,0.5,2.58,0.0,1,15.48,Flatiron,Greenwich Village South
356,01/01/2025 0:30,01/01/2025 0:42,2,3.5,2,17.0,3.5,0.5,0.0,0.0,1,22.0,Sutton Place/Turtle Bay North,East Harlem North
357,01/01/2025 0:46,01/01/2025 1:09,1,4.3,1,24.7,3.5,0.5,1.3,0.0,1,31.0,East Harlem South,Midtown South
358,01/01/2025 0:26,01/01/2025 0:36,3,1.15,2,10.7,1.0,0.5,0.0,0.0,1,15.7,Midtown East,Penn Station/Madison Sq West
359,01/01/2025 0:57,01/01/2025 0:57,3,0.0,1,30.0,0.0,0.0,0.0,0.0,1,33.5,Lenox Hill West,Lenox Hill West
360,01/01/2025 0:17,01/01/2025 0:32,1,2.92,1,16.3,1.0,0.5,4.26,0.0,1,25.56,East Chelsea,TriBeCa/Civic Center
361,01/01/2025 0:37,01/01/2025 1:01,2,4.32,1,24.0,1.0,0.5,5.8,0.0,1,34.8,TriBeCa/Civic Center,Sutton Place/Turtle Bay North
362,01/01/2025 0:09,01/01/2025 0:22,2,2.67,1,15.6,1.0,0.5,5.15,0.0,1,25.75,Lincoln Square East,Yorkville West
363,01/01/2025 0:26,01/01/2025 0:35,2,2.34,1,12.1,1.0,0.5,3.42,0.0,1,20.52,Yorkville West,Midtown East
364,01/01/2025 0:05,01/01/2025 0:36,1,8.2,1,39.4,1.0,0.5,13.32,0.0,1,57.72,Murray Hill,Prospect Heights
365,01/01/2025 0:11,01/01/2025 0:12,1,0.01,4,-3.0,-1.0,-0.5,0.0,0.0,-1,-5.5,Central Harlem North,Central Harlem North
366,01/01/2025 0:11,01/01/2025 0:12,1,0.01,4,3.0,1.0,0.5,0.0,0.0,1,5.5,Central Harlem North,Central Harlem North
367,01/01/2025 0:56,01/01/2025 1:28,2,7.49,1,37.3,1.0,0.5,12.69,0.0,1,54.99,Central Harlem,Flatiron
368,01/01/2025 0:24,01/01/2025 0:30,2,0.95,2,7.9,1.0,0.5,0.0,0.0,1,12.9,Midtown East,Upper East Side South
369,01/01/2025 0:39,01/01/2025 0:47,4,2.27,1,11.4,1.0,0.5,3.28,0.0,1,19.68,Upper East Side South,East Harlem South
370,01/01/2025 0:50,01/01/2025 0:56,3,1.32,1,8.6,1.0,0.5,2.72,0.0,1,16.32,Upper East Side North,Upper West Side South
371,01/01/2025 0:59,01/01/2025 1:02,3,0.76,1,5.8,1.0,0.5,2.16,0.0,1,12.96,Upper West Side South,Lincoln Square West
372,01/01/2025 0:39,01/01/2025 0:47,2,2.03,1,10.7,1.0,0.5,1.0,0.0,1,16.7,Lincoln Square East,Bloomingdale
373,01/01/2025 0:48,01/01/2025 1:04,2,3.09,1,18.4,1.0,0.5,5.85,0.0,1,29.25,Bloomingdale,Yorkville East
374,01/01/2025 0:42,01/01/2025 0:44,2,0.32,1,4.4,1.0,0.5,1.88,0.0,1,11.28,East Chelsea,Flatiron
